Preco_Seguro,Modelo,Ano,Categoria,Volume_Motor,Quilometragem,Cilindros,Cor,Airbag
17249,MUSTANG,2008,COUPE,46,129600,8.0,AZUL,4
39201,MUSTANG,2015,COUPE,23,80000,6.0,PRETO,10
7997,MUSTANG,2018,JEEP,5,39576,8.0,PRETO,12
6743,MUSTANG,2017,SEDAN,23,61653,4.0,PRETO,12
53000,MUSTANG,2015,CABRIOLET,37,63000,6.0,VERMELHO,8
31361,MUSTANG,2014,COUPE,37,128000,6.0,PRATA,6
31361,MUSTANG,2014,COUPE,37,128000,6.0,PRATA,6
24462,MUSTANG,2011,COUPE,37,132000,6.0,CINZA,7
50178,MUSTANG,2016,COUPE,37,56000,6.0,PRETO,6
96263,MUSTANG,2015,SEDAN,23,43770,4.0,BRANCO,4
44533,MUSTANG,2015,COUPE,23,48000,4.0,PRATA,8
23521,MUSTANG,2013,COUPE,36,156192,6.0,AZUL,12
12858,MUSTANG,2018,SEDAN,23,26642,4.0,VERMELHO,12
31988,MUSTANG,2013,COUPE,37,150000,6.0,VERMELHO,8
96263,MUSTANG,2015,SEDAN,23,43770,4.0,BRANCO,4
3763,ML 350,2014,JEEP,35,94362,6.0,BRANCO,12
4547,ML 350,2008,JEEP,3,213998,6.0,PRATA,12
59272,ML 350,2012,JEEP,30,131000,6.0,CINZA,10
3763,ML 350,2014,JEEP,35,94362,6.0,BRANCO,12
21953,ML 350,2006,JEEP,35,240000,6.0,CINZA,12
31047,ML 350,2010,JEEP,3,124000,6.0,CINZA,10
2038,ML 350,2011,JEEP,35,186542,6.0,BRANCO,12
43905,ML 350,2012,JEEP,3,179520,6.0,AZUL,8
26657,ML 350,2012,JEEP,3,271701,6.0,BRANCO,12
1646,ML 350,2014,JEEP,35,0,6.0,PRATA,12
2038,ML 350,2011,JEEP,35,186542,6.0,BRANCO,12
31988,ML 350,2010,JEEP,35,124000,12.0,PRETO,12
12544,ML 350,2004,JEEP,37,195000,6.0,PRATA,12
26657,ML 350,2012,JEEP,3,271701,6.0,BRANCO,12
59586,ML 350,2012,JEEP,30,0,6.0,PRATA,12
13485,ML 350,2003,JEEP,37,235200,6.0,PRETO,12
39829,ML 350,2011,JEEP,29,255000,6.0,CINZA,16
1725,ML 350,2012,JEEP,46,180659,8.0,PRETO,12
39201,ML 350,2011,JEEP,30,74500,6.0,PRETO,12
26657,ML 350,2012,JEEP,3,271701,6.0,BRANCO,12
4547,ML 350,2008,JEEP,3,213998,6.0,PRATA,12
32929,ML 350,2010,JEEP,3,224000,6.0,PRETO,8
2038,ML 350,2011,JEEP,35,186542,6.0,BRANCO,12
12231,ML 350,2003,JEEP,37,321600,6.0,PRETO,0
6272,ML 350,2009,JEEP,35,274088,6.0,PRETO,12
15367,ML 350,2004,JEEP,37,186000,6.0,PRETO,12
3763,ML 350,2008,JEEP,35,366869,6.0,PRETO,12
2038,ML 350,2011,JEEP,35,186542,6.0,BRANCO,12
13172,ML 350,2005,JEEP,35,171531,6.0,BRANCO,6
46414,ML 350,2014,JEEP,3,57755,6.0,BRANCO,6
1725,ML 350,2012,JEEP,46,180659,8.0,PRETO,12
22894,ML 350,2015,JEEP,35,79080,6.0,CINZA,12
26657,ML 350,2012,JEEP,3,271701,6.0,BRANCO,12
22894,ML 350,2015,JEEP,35,79080,6.0,CINZA,12
17249,ML 350,2005,JEEP,37,280000,6.0,PRATA,8
23207,ML 350,2013,JEEP,3,114491,6.0,BRANCO,12
2038,ML 350,2011,JEEP,35,186542,6.0,BRANCO,12
47042,ML 350,2013,JEEP,35,85862,6.0,CINZA,12
12858,ML 350,2003,JEEP,35,273363,6.0,CINZA,9
15053,ML 350,2004,JEEP,35,149000,6.0,PRETO,2
2038,ML 350,2011,JEEP,35,186542,6.0,BRANCO,12
29166,ML 350,2009,JEEP,37,208000,6.0,PRETO,0
12000,ML 350,2003,JEEP,37,220000,6.0,PRETO,10
3136,ML 350,2012,JEEP,3,180251,6.0,BRANCO,12
26657,ML 350,2012,JEEP,3,271701,6.0,BRANCO,12
2666,ML 350,2011,JEEP,3,0,6.0,PRETO,12
40769,ML 350,2013,JEEP,3,244800,6.0,BRANCO,8
16308,ML 350,2004,JEEP,37,279752,6.0,CINZA,10
22894,ML 350,2015,JEEP,35,79080,6.0,CINZA,12
22894,ML 350,2015,JEEP,35,79080,6.0,CINZA,12
2666,ML 350,2011,JEEP,3,0,6.0,PRETO,12
49550,ML 350,2013,JEEP,35,97400,6.0,PRETO,12
37633,ML 350,2011,JEEP,30,111000,6.0,CINZA,12
2430,ML 350,2012,JEEP,3,221312,6.0,AZUL,12
1725,ML 350,2012,JEEP,46,180659,8.0,PRETO,12
56450,ML 350,2014,JEEP,35,190000,6.0,PRETO,0
58018,ML 350,2013,JEEP,30,110000,6.0,CINZA,12
3763,ML 350,2008,JEEP,35,366869,6.0,PRETO,12
26657,ML 350,2012,JEEP,3,271701,6.0,BRANCO,12
2666,ML 350,2011,JEEP,3,0,6.0,PRETO,12
12544,ML 350,2007,JEEP,35,246400,6.0,PRATA,8
3763,ML 350,2008,JEEP,35,366869,6.0,PRETO,12
78403,ML 350,2013,JEEP,30,150000,6.0,PRETO,12
56450,ML 350,2012,JEEP,35,107000,6.0,BRANCO,6
7213,ML 350,2003,JEEP,35,178000,6.0,AZUL,8
2430,ML 350,2012,JEEP,3,221312,6.0,AZUL,12
56450,ML 350,2013,JEEP,30,10000,6.0,BRANCO,12
9879,ML 350,2011,JEEP,3,275862,6.0,PRATA,12
34184,ML 350,2014,JEEP,3,238448,6.0,BRANCO,12
3763,ML 350,2008,JEEP,35,366869,6.0,PRETO,12
26657,ML 350,2012,JEEP,3,271701,6.0,BRANCO,12
26657,ML 350,2012,JEEP,3,271701,6.0,BRANCO,12
3763,ML 350,2011,JEEP,3,290501,6.0,PRETO,12
2666,ML 350,2011,JEEP,3,0,6.0,PRETO,12
26657,ML 350,2010,JEEP,35,160000,6.0,PRETO,0
1725,ML 350,2012,JEEP,46,180659,8.0,PRETO,12
19601,ML 350,2006,JEEP,35,180000,6.0,PRETO,10
13328,ML 350,2004,JEEP,37,136000,6.0,BRANCO,8
1725,ML 350,2012,JEEP,46,180659,8.0,PRETO,12
1725,ML 350,2012,JEEP,46,180659,8.0,PRETO,12
22894,ML 350,2015,JEEP,35,79080,6.0,CINZA,12
48296,ML 350,2012,JEEP,30,203500,6.0,PRATA,12
2038,ML 350,2011,JEEP,35,186542,6.0,BRANCO,12
9879,ML 350,2011,JEEP,3,275862,6.0,PRATA,12
10663,ML 350,2009,JEEP,3,278904,6.0,AZUL,12
7213,ML 350,2012,JEEP,35,193267,6.0,CINZA,12
2666,ML 350,2011,JEEP,3,0,6.0,PRETO,12
22266,ML 350,2012,JEEP,35,193267,6.0,CINZA,12
33500,ML 350,2011,JEEP,35,196800,6.0,CINZA,12
36379,ML 350,2011,JEEP,35,154000,6.0,PRETO,12
2038,ML 350,2011,JEEP,35,186542,6.0,BRANCO,12
34497,ML 350,2011,JEEP,35,182400,8.0,BRANCO,6
2038,ML 350,2011,JEEP,35,186542,6.0,BRANCO,12
22580,ML 350,2006,JEEP,35,286000,6.0,PRETO,6
61154,ML 350,2013,JEEP,30,146577,6.0,PRETO,12
1725,ML 350,2012,JEEP,46,180659,8.0,PRETO,12
6272,ML 350,2009,JEEP,35,274088,6.0,PRETO,12
2666,ML 350,2011,JEEP,3,0,6.0,PRETO,12
68994,ML 350,2012,JEEP,30,123000,6.0,PRETO,12
3763,ML 350,2014,JEEP,35,94362,6.0,BRANCO,12
2666,ML 350,2011,JEEP,3,0,6.0,PRETO,12
9879,ML 350,2014,JEEP,3,179054,6.0,BRANCO,12
15524,ML 350,2004,JEEP,35,170333,6.0,PRATA,10
50805,ML 350,2015,JEEP,35,49425,6.0,CINZA,6
36065,ML 350,2011,JEEP,30,200000,6.0,CINZA,12
62722,ML 350,2014,JEEP,25,65000,4.0,PRETO,6
15681,ML 350,2004,JEEP,35,170000,6.0,PRATA,12
1725,ML 350,2012,JEEP,46,180659,8.0,PRETO,12
3763,ML 350,2008,JEEP,35,366869,6.0,PRETO,12
46728,ML 350,2012,JEEP,35,140600,6.0,BRANCO,12
5175,ML 350,2013,JEEP,35,192533,6.0,BRANCO,12
19757,ML 350,2006,JEEP,35,114000,6.0,PRATA,12
2979,ML 350,2012,JEEP,3,180251,6.0,BRANCO,12
26971,ML 350,2010,JEEP,35,216600,6.0,BEGE,0
68994,ML 350,2014,JEEP,35,207568,6.0,CINZA,10
1646,ML 350,2014,JEEP,35,0,6.0,PRATA,12
12074,ML 350,2011,JEEP,3,246600,6.0,CINZA,0
22266,ML 350,2012,JEEP,35,193267,6.0,CINZA,12
2038,ML 350,2011,JEEP,35,186542,6.0,BRANCO,12
1725,ML 350,2012,JEEP,46,180659,8.0,PRETO,12
22266,ML 350,2012,JEEP,35,193267,6.0,CINZA,12
22894,ML 350,2015,JEEP,35,79080,6.0,CINZA,12
3763,ML 350,2008,JEEP,35,366869,6.0,PRETO,12
22894,ML 350,2015,JEEP,35,79080,6.0,CINZA,12
28225,ML 350,2011,JEEP,35,129000,6.0,BRANCO,12
35124,ML 350,2009,JEEP,30,197277,6.0,CINZA,10
63976,ML 350,2015,JEEP,35,39300,6.0,PRETO,12
20385,ML 350,2006,JEEP,35,176000,6.0,DOURADO,8
22894,ML 350,2015,JEEP,35,79080,6.0,CINZA,12
1098,ML 350,2015,JEEP,35,110038,6.0,PRATA,12
1725,ML 350,2012,JEEP,46,180659,8.0,PRETO,12
50178,ML 350,2012,JEEP,30,95000,6.0,CINZA,8
22266,ML 350,2012,JEEP,35,193267,6.0,CINZA,12
17249,ML 350,2005,JEEP,37,280000,6.0,PRATA,8
37633,ML 350,2010,JEEP,30,230400,6.0,PRETO,12
18817,ML 350,2005,JEEP,35,256000,6.0,DOURADO,8
2666,ML 350,2011,JEEP,3,0,6.0,PRETO,12
32929,ML 350,2009,JEEP,35,169600,8.0,BRANCO,8
22894,ML 350,2015,JEEP,35,79080,6.0,CINZA,12
25500,ML 350,2006,JEEP,35,126700,6.0,AZUL,6
22580,ML 350,2007,JEEP,35,13900,6.0,PRETO,10
33870,ML 350,2012,JEEP,3,16981,6.0,BRANCO,6
1725,ML 350,2012,JEEP,46,180659,8.0,PRETO,12
26657,ML 350,2012,JEEP,3,271701,6.0,BRANCO,12
9879,ML 350,2011,JEEP,3,275862,6.0,PRATA,12
7527,YARIS,2019,SEDAN,15,27656,4.0,BRANCO,12
11604,YARIS,2008,COUPE,15,0,4.0,PRETO,2
1098,YARIS,2016,HATCHBACK,15,132528,4.0,PRATA,12
10976,YARIS,2007,HATCHBACK,15,230400,4.0,CINZA,4
3450,YARIS,2017,HATCHBACK,15,67357,4.0,BRANCO,12
3058,YARIS,2017,SEDAN,15,102322,4.0,BRANCO,12
10349,YARIS,2006,HATCHBACK,1,192000,3.0,CINZA,2
12231,YARIS,2012,HATCHBACK,15,136640,4.0,BRANCO,8
3058,YARIS,2017,SEDAN,15,102322,4.0,BRANCO,12
1960,YARIS,2019,SEDAN,15,0,4.0,BRANCO,12
4861,YARIS,2019,SEDAN,15,27656,4.0,BRANCO,12
8154,CR-V,1998,JEEP,2,0,4.0,BRANCO,2
13172,CR-V,2002,JEEP,24,260000,4.0,PRATA,6
12701,CR-V,2015,JEEP,24,117158,4.0,BRANCO,12
8311,CR-V,2010,JEEP,24,106312,4.0,PRATA,12
5331,CR-V,2015,JEEP,24,80288,4.0,MARROM,12
7840,CR-V,2000,JEEP,2,213000,4.0,PRATA,6
17249,CR-V,2005,JEEP,24,118000,4.0,PRATA,6
17876,CR-V,2011,JEEP,24,120000,4.0,CINZA,8
9095,CR-V,2002,JEEP,2,187000,4.0,PRATA,8
9722,CR-V,2002,JEEP,2,168000,4.0,VERDE,4
15994,CR-V,2005,JEEP,24,125000,4.0,PRETO,6
5175,CR-V,1996,JEEP,2,240000,4.0,VERMELHO ESCURO,4
8200,CR-V,2002,JEEP,2,69000,4.0,PRATA,6
21500,CR-V,2011,JEEP,24,116000,4.0,MARROM,12
13172,CR-V,2005,JEEP,24,150000,4.0,PRETO,4
29793,CR-V,2016,JEEP,24,22400,4.0,PRETO,0
16621,CR-V,2005,JEEP,24,120000,4.0,PRATA,6
9722,CR-V,1999,JEEP,2,145785,4.0,AZUL,2
5331,CR-V,1997,JEEP,2,1972,1.0,DOURADO,0
1176,CR-V,2011,JEEP,24,200960,4.0,AZUL,12
24775,CR-V,2012,JEEP,24,104852,4.0,PRATA,8
10036,CR-V,2016,JEEP,24,88968,4.0,PRETO,12
18503,CR-V,2007,JEEP,24,88000,4.0,PRATA,8
10349,CR-V,2002,JEEP,2,200000,4.0,VERMELHO ESCURO,4
7997,CR-V,2002,JEEP,2,158000,4.0,PRATA,8
20698,CR-V,2018,SEDAN,15,56261,4.0,AZUL,12
87497,CR-V,2019,SEDAN,24,0,4.0,PRATA,6
6899,CR-V,1998,JEEP,2,282099,4.0,PRETO,0
6272,CR-V,1998,JEEP,2,111111,4.0,VERDE,2
17249,CR-V,2006,JEEP,24,117000,4.0,PRATA,6
9408,CR-V,1999,JEEP,2,1700,4.0,BRANCO,3
39201,CR-V,2014,JEEP,24,144000,4.0,BRANCO,10
6899,CR-V,1998,JEEP,2,282099,4.0,PRETO,0
8000,CR-V,2000,JEEP,2,170000,4.0,PRATA,4
12231,CR-V,2002,JEEP,2,150000,4.0,PRATA,4
6899,CR-V,1998,JEEP,2,282099,4.0,PRETO,0
39201,CR-V,2015,JEEP,24,50800,4.0,CINZA,12
1490,CR-V,2011,JEEP,24,272542,4.0,CINZA,12
5331,CR-V,1996,JEEP,2,30000,4.0,AZUL,2
9095,CR-V,2000,JEEP,2,2222,4.0,PRATA,8
6586,CR-V,1998,JEEP,2,100000,4.0,PRATA,12
5645,CR-V,1997,JEEP,2,230000,4.0,PRATA,2
19444,CR-V,2011,JEEP,24,112578,4.0,BRANCO,6
5331,CR-V,2015,JEEP,24,80288,4.0,MARROM,12
25089,CR-V,2012,JEEP,24,87792,4.0,MARROM,12
19444,CR-V,2011,JEEP,24,180000,4.0,AZUL,6
10976,CR-V,2002,JEEP,2,197000,4.0,AZUL CLARO,4
2195,CR-V,2014,JEEP,24,0,4.0,VERMELHO ESCURO,12
7213,CR-V,1999,JEEP,2,189000,4.0,VERMELHO,4
7213,CR-V,1997,JEEP,2,200000,4.0,PRATA,1
16621,CR-V,2004,JEEP,24,175000,4.0,CINZA,0
6115,CR-V,1999,JEEP,2,275200,4.0,PRETO,2
9095,CR-V,2002,JEEP,2,177000,4.0,PRATA,8
9408,CR-V,1999,JEEP,2,224863,4.0,PRETO,0
24775,CR-V,2012,JEEP,24,107000,4.0,BRANCO,8
7840,CR-V,1999,JEEP,2,44000,4.0,VERDE,2
1803,CR-V,2011,JEEP,24,244067,4.0,PRATA,12
40769,CR-V,2015,JEEP,24,39700,4.0,BRANCO,8
10036,CR-V,2002,JEEP,24,194500,4.0,AZUL,6
17876,CR-V,2006,JEEP,24,127000,4.0,PRETO,8
26030,CR-V,2014,JEEP,24,49000,4.0,PRATA,0
6247,CRUZE,2010,SEDAN,18,40772,4.0,PRETO,4
2901,CRUZE,2014,SEDAN,14,80827,4.0,VERDE,12
3136,CRUZE,2014,SEDAN,14,156992,4.0,PRETO,12
17923,CRUZE,2014,SEDAN,14,127842,4.0,BRANCO,4
20385,CRUZE,2017,SEDAN,14,42000,4.0,PRETO,12
18817,CRUZE,2017,HATCHBACK,14,29094,4.0,CINZA,0
12720,CRUZE,2011,SEDAN,18,135759,4.0,CINZA,4
9722,CRUZE,2014,SEDAN,14,121000,4.0,VERDE,10
21169,CRUZE,2018,SEDAN,14,25304,4.0,MARROM,8
7213,CRUZE,2018,SEDAN,16,28515,4.0,CINZA,12
8624,CRUZE,2012,SEDAN,2,62649,4.0,BRANCO,4
15173,CRUZE,2011,SEDAN,18,108901,4.0,CINZA,4
14740,CRUZE,2013,SEDAN,14,78000,4.0,AZUL CLARO,6
14113,CRUZE,2014,SEDAN,20,164800,4.0,PRETO,10
12544,CRUZE,2014,SEDAN,14,88886,4.0,PRETO,0
14740,CRUZE,2013,SEDAN,14,80000,4.0,PRATA,8
16935,CRUZE,2018,SEDAN,14,15333,4.0,BRANCO,8
16766,CRUZE,2014,SEDAN,18,78296,4.0,PRETO,4
17249,CRUZE,2014,SEDAN,14,170000,4.0,BRANCO,10
14113,CRUZE,2012,SEDAN,14,156800,4.0,VERMELHO,8
12541,CRUZE,2016,SEDAN,16,32986,4.0,PRATA,4
7066,CRUZE,2009,SEDAN,18,67293,4.0,BRANCO,4
5927,CRUZE,2009,SEDAN,16,53434,4.0,PRETO,4
9832,CRUZE,2011,SEDAN,18,170872,4.0,CINZA,4
10958,CRUZE,2012,SEDAN,18,156779,4.0,PRETO,4
17249,CRUZE,2014,SEDAN,14,147718,4.0,BRANCO,12
24462,CRUZE,2017,SEDAN,14,70400,4.0,PRETO,0
5331,CRUZE,2014,JEEP,18,45680,4.0,MARROM,4
9095,CRUZE,2014,SEDAN,14,52000,4.0,BRANCO,8
13485,CRUZE,2014,SEDAN,18,87000,4.0,BRANCO,12
16308,CRUZE,2013,HATCHBACK,14,140000,4.0,DOURADO,12
12544,CRUZE,2014,SEDAN,14,127816,4.0,PRATA,0
17249,CRUZE,2015,SEDAN,18,37000,4.0,PRATA,0
15053,CRUZE,2014,SEDAN,14,74222,4.0,PRATA,10
6868,CRUZE,2010,SEDAN,2,47221,4.0,PRETO,4
12858,CRUZE,2011,SEDAN,14,178000,4.0,VERMELHO,8
2979,CRUZE,2019,SEDAN,14,78771,4.0,CINZA,12
17939,CRUZE,2014,SEDAN,2,135804,4.0,CINZA,4
13626,CRUZE,2011,SEDAN,16,154148,4.0,PRETO,4
13987,CRUZE,2012,SEDAN,2,104967,4.0,CINZA,4
12231,CRUZE,2016,SEDAN,14,182880,4.0,PRETO,8
14113,CRUZE,2014,SEDAN,18,130000,6.0,AZUL,6
10117,CRUZE,2011,SEDAN,18,170000,4.0,CINZA,4
4704,CRUZE,2009,SEDAN,16,50549,4.0,PRATA,4
14113,CRUZE,2013,SEDAN,14,210000,4.0,PRATA,12
13877,CRUZE,2012,SEDAN,18,126000,4.0,BRANCO,4
16041,CRUZE,2012,SEDAN,18,80497,4.0,CINZA,4
16621,CRUZE,2015,SEDAN,14,144000,4.0,BRANCO,12
17562,CRUZE,2015,SEDAN,14,100000,4.0,BRANCO,8
22894,CRUZE,2017,SEDAN,14,46800,4.0,PRETO,6
4704,CRUZE,2018,SEDAN,14,41822,4.0,CINZA,12
9408,CRUZE,2012,SEDAN,2,52312,4.0,PRETO,4
10976,CRUZE,2014,SEDAN,14,126000,4.0,BEGE,6
12231,CRUZE,2011,SEDAN,18,130000,4.0,AZUL CLARO,8
1725,CRUZE,2014,SEDAN,14,184835,4.0,PRATA,12
21639,CRUZE,2016,SEDAN,14,99200,4.0,PRETO,10
6899,CRUZE,2010,SEDAN,18,150001,4.0,PRATA,4
6586,CRUZE,2009,SEDAN,16,75996,4.0,PRETO,4
15994,CRUZE,2012,SEDAN,14,74000,4.0,PRATA,8
18519,CRUZE,2013,SEDAN,2,163855,4.0,BRANCO,4
13877,CRUZE,2013,SEDAN,18,137538,4.0,PRETO,4
22894,CRUZE,2017,SEDAN,14,46800,4.0,PRETO,6
16308,CRUZE,2015,JEEP,14,144000,4.0,MARROM,0
18189,CRUZE,2016,SEDAN,14,0,4.0,AZUL,6
9408,CRUZE,2012,SEDAN,2,56290,4.0,BRANCO,4
10914,CRUZE,2014,SEDAN,18,26243,4.0,PRATA,4
14746,CRUZE,2013,SEDAN,2,186872,4.0,MARROM,4
11604,CRUZE,2012,SEDAN,14,165000,4.0,PRATA,10
5175,CRUZE,2009,SEDAN,16,149692,4.0,BRANCO,4
6595,CRUZE,2009,SEDAN,16,38413,4.0,PRETO,4
28100,CRUZE,2018,HATCHBACK,14,21000,4.0,BRANCO,10
15681,CRUZE,2011,SEDAN,14,132000,4.0,AZUL,8
16559,CRUZE,2015,SEDAN,18,51678,4.0,PRATA,4
9252,CRUZE,2013,SEDAN,2,46721,4.0,BRANCO,4
10986,CRUZE,2011,SEDAN,2,202420,4.0,BRANCO,4
11274,CRUZE,2011,SEDAN,18,173877,4.0,CINZA,4
15994,CRUZE,2017,SEDAN,14,97189,4.0,PRATA,12
4547,CRUZE,2008,SEDAN,2,62823,6.0,BRANCO,4
3450,CRUZE,2017,SEDAN,14,46261,4.0,CINZA,12
14113,CRUZE,2013,SEDAN,14,120000,4.0,PRATA,12
15053,CRUZE,2014,SEDAN,14,70222,4.0,PRATA,10
12112,CRUZE,2012,SEDAN,18,130000,4.0,PRETO,4
15681,CRUZE,2016,SEDAN,14,107200,4.0,PRETO,6
16308,CRUZE,2012,SEDAN,14,163000,4.0,PRETO,8
6209,CRUZE,2010,SEDAN,16,47829,4.0,PRETO,4
5488,CRUZE,2010,SEDAN,16,58221,4.0,PRATA,4
10506,CRUZE,2012,SEDAN,2,355272,4.0,PRETO,4
9408,CRUZE,2011,SEDAN,18,28000,4.0,PRATA,12
7370,CRUZE,2009,SEDAN,2,66630,4.0,PRETO,4
14740,CRUZE,2018,SEDAN,14,0,4.0,PRATA,0
16766,CRUZE,2014,SEDAN,14,127024,4.0,PRETO,4
11604,CRUZE,2012,SEDAN,14,158000,4.0,BRANCO,12
14113,CRUZE,2012,SEDAN,14,57600,4.0,PRATA,8
22894,CRUZE,2017,SEDAN,14,46800,4.0,PRETO,6
16879,CRUZE,2014,SEDAN,18,81819,4.0,BRANCO,4
12980,CRUZE,2011,SEDAN,16,148765,4.0,CINZA,4
16308,CRUZE,2014,SEDAN,14,152000,4.0,BRANCO,6
15681,CRUZE,2016,SEDAN,18,53000,4.0,BRANCO,6
19444,CRUZE,2015,SEDAN,14,88000,4.0,BRANCO,12
15053,CRUZE,2012,SEDAN,14,115200,4.0,VERMELHO ESCURO,8
4077,CRUZE,2013,SEDAN,14,100000,4.0,VERMELHO ESCURO,12
17249,CRUZE,2015,SEDAN,14,91200,4.0,PRETO,6
6272,CRUZE,2012,SEDAN,18,129023,4.0,BRANCO,12
6272,CRUZE,2010,SEDAN,2,67381,4.0,PRATA,4
18519,CRUZE,2013,SEDAN,18,61573,4.0,BRANCO,4
10000,CRUZE,2014,SEDAN,14,87000,4.0,PRATA,8
14426,CRUZE,2012,SEDAN,14,108800,4.0,VERMELHO ESCURO,0
12544,CRUZE,2012,SEDAN,18,216000,4.0,PRATA,6
18817,CRUZE,2016,SEDAN,14,52000,4.0,BRANCO,12
13485,CRUZE,2014,SEDAN,18,64111,4.0,PRETO,8
4234,CRUZE,2009,SEDAN,16,45256,4.0,BRANCO,4
21953,CRUZE,2017,SEDAN,14,16000,4.0,VERMELHO,12
4704,CRUZE,2017,SEDAN,14,150453,4.0,BRANCO,12
15053,CRUZE,2013,SEDAN,14,16800,4.0,AZUL,10
6272,CRUZE,2010,SEDAN,18,74806,4.0,PRETO,4
20385,CRUZE,2016,SEDAN,14,13120,4.0,BRANCO,12
10976,CRUZE,2014,SEDAN,14,147200,4.0,VERMELHO,8
18503,CRUZE,2014,SEDAN,14,91200,4.0,BRANCO,12
7527,CRUZE,2011,SEDAN,16,43221,4.0,BRANCO,4
13438,CRUZE,2014,SEDAN,18,149621,4.0,PRATA,4
12720,CRUZE,2012,SEDAN,18,163063,4.0,BRANCO,4
11917,CRUZE,2010,SEDAN,18,120000,4.0,PRETO,6
18189,CRUZE,2016,SEDAN,14,100800,4.0,BRANCO,12
13600,CRUZE,2014,SEDAN,14,71600,4.0,PRETO,6
13877,CRUZE,2014,SEDAN,2,292097,4.0,BRANCO,4
18189,CRUZE,2017,SEDAN,14,26000,4.0,PRATA,8
6899,CRUZE,2009,SEDAN,16,145060,4.0,PRATA,4
14740,CRUZE,2015,SEDAN,14,73000,4.0,BRANCO,12
15681,CRUZE,2015,SEDAN,14,75000,4.0,BRANCO,10
14426,CRUZE,2014,SEDAN,18,68000,4.0,PRETO,6
15053,CRUZE,2017,SEDAN,14,8960,4.0,BRANCO,10
15053,CRUZE,2018,SEDAN,14,37400,4.0,PRETO,8
9261,CRUZE,2011,SEDAN,2,52715,4.0,CINZA,4
13956,CRUZE,2018,SEDAN,14,0,4.0,PRETO,0
15053,CRUZE,2011,SEDAN,18,108000,4.0,BRANCO,4
8467,CRUZE,2013,SEDAN,18,145000,4.0,AZUL,4
8781,CRUZE,2011,SEDAN,18,0,4.0,PRATA,0
23834,CRUZE,2017,SEDAN,14,37474,4.0,PRATA,8
14426,CRUZE,2014,SEDAN,2,66226,4.0,AZUL,4
2587,CRUZE,2016,SEDAN,14,87973,4.0,PRETO,12
13877,CRUZE,2014,SEDAN,14,149875,4.0,BRANCO,4
23521,CRUZE,2018,SEDAN,14,6000,4.0,BRANCO,0
15577,CRUZE,2014,SEDAN,2,77192,4.0,PRATA,4
2901,CRUZE,2012,SEDAN,18,181550,4.0,AZUL,12
6909,CRUZE,2009,SEDAN,18,119484,4.0,PRETO,4
17000,CRUZE,2013,SEDAN,14,115000,4.0,CINZA,10
13328,CRUZE,2017,SEDAN,14,78667,4.0,AZUL,12
4704,CRUZE,2017,SEDAN,14,150453,4.0,BRANCO,12
6899,CRUZE,2011,SEDAN,14,131000,4.0,PRATA,10
15681,CRUZE,2017,SEDAN,14,77174,4.0,VERMELHO,0
9095,CRUZE,2011,SEDAN,18,77906,4.0,PRETO,4
12432,CRUZE,2013,SEDAN,18,114335,4.0,PRATA,4
12858,CRUZE,2009,SEDAN,16,30000,4.0,CINZA,2
12544,CRUZE,2014,SEDAN,14,105070,4.0,PRATA,0
5802,CRUZE,2009,SEDAN,18,156032,4.0,PRETO,4
7213,CRUZE,2005,HATCHBACK,15,100000,4.0,PRETO,4
10697,CRUZE,2011,SEDAN,18,241768,4.0,PRATA,4
15681,CRUZE,2011,SEDAN,14,93000,4.0,CINZA,10
15053,CRUZE,2017,SEDAN,14,0,4.0,BRANCO,0
9832,CRUZE,2011,SEDAN,2,169875,4.0,BRANCO,4
3920,CRUZE,2017,SEDAN,14,52661,4.0,PRETO,12
11604,CRUZE,2015,SEDAN,14,76000,4.0,AZUL,0
22580,CRUZE,2016,SEDAN,14,64000,4.0,BRANCO,8
13877,CRUZE,2013,SEDAN,18,95112,4.0,BRANCO,4
14856,CRUZE,2014,SEDAN,2,123850,4.0,AZUL,4
11563,CRUZE,2011,SEDAN,18,177309,4.0,BRANCO,4
13987,CRUZE,2012,SEDAN,2,180000,4.0,BRANCO,4
13172,CRUZE,2013,SEDAN,14,147000,4.0,VERMELHO ESCURO,10
25089,CRUZE,2016,SEDAN,14,29000,4.0,VERMELHO ESCURO,12
11895,CRUZE,2014,SEDAN,2,60550,4.0,VERMELHO,4
6125,CRUZE,2009,SEDAN,16,78712,4.0,PRATA,4
2038,CRUZE,2017,SEDAN,14,71498,4.0,VERMELHO,12
10976,CRUZE,2014,SEDAN,14,2000,4.0,AZUL,12
12544,CRUZE,2011,SEDAN,14,72000,4.0,BRANCO,10
21639,CRUZE,2014,SEDAN,2,101922,4.0,PRETO,6
1490,CRUZE,2015,SEDAN,14,167317,4.0,VERMELHO,12
16766,CRUZE,2014,SEDAN,18,59532,4.0,CINZA,4
6272,CRUZE,2009,SEDAN,16,66444,4.0,PRETO,4
17249,CRUZE,2015,SEDAN,14,37000,4.0,MARROM,8
26657,CRUZE,2017,SEDAN,14,32000,4.0,BRANCO,12
14740,CRUZE,2013,SEDAN,14,93000,4.0,ROXO,8
16618,CRUZE,2013,SEDAN,18,119791,4.0,PRETO,4
18519,CRUZE,2014,SEDAN,18,1000,4.0,AZUL,4
10976,CRUZE,2014,SEDAN,14,83000,4.0,BRANCO,6
