Preco_Seguro,Fabricante,Modelo,Ano,Categoria,Interior_Couro,Tipo_Combustivel,Volume_Motor,Quilometragem,Cilindros,Tipo_Cambio,Tracao_Rodas,Portas,Rodas,Cor,Airbag
1882,MERCEDES-BENZ,E 350,2014,SEDAN,SIM,DIESEL,35,146395,6.0,AUTOMATICO,TRASEIRA,04,ESQUERDA,CINZA,12
9565,LEXUS,CT 200H,2016,HATCHBACK,SIM,HIBRIDO,18,71904,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,0
6272,LEXUS,GX 470,2013,JEEP,SIM,GASOLINA,46,202651,8.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
7527,MERCEDES-BENZ,S 430,2000,SEDAN,SIM,GASOLINA,43,123456,8.0,TIPTRONIC,TRASEIRA,04,ESQUERDA,PRETO,12
19914,HYUNDAI,SONATA,2017,SEDAN,SIM,LPG,2,208297,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
2744,CHEVROLET,IMPALA,2014,SEDAN,SIM,GASOLINA,36,143862,6.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,12
17876,LAND ROVER,DISCOVERY LR3,2005,JEEP,SIM,GASOLINA,42,252000,6.0,TIPTRONIC,4x4,04,ESQUERDA,PRETO,8
10349,OPEL,CORSA,2008,HATCHBACK,NÃO,GASOLINA,12,135000,4.0,MANUAL,FRENTE,04,ESQUERDA,MARROM,3
4704,MAZDA,ATENZA,2004,SEDAN,NÃO,GASOLINA,23,218194,4.0,AUTOMATICO,FRENTE,04,DIREITA,PRATA,8
20385,MITSUBISHI,OUTLANDER,2011,JEEP,NÃO,GASOLINA,2,103000,4.0,TIPTRONIC,4x4,04,ESQUERDA,AZUL CLARO,12
61951,SUZUKI,VITARA GL+,2019,JEEP,NÃO,GASOLINA,14,0,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO,0
3607,TOYOTA,CAMRY,2012,SEDAN,SIM,HIBRIDO,25,156518,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
17249,MERCEDES-BENZ,CITAN,2013,GOODS WAGON,NÃO,DIESEL,15,267000,4.0,MANUAL,FRENTE,02,ESQUERDA,PRETO,10
54458,FORD,EXPLORER,2015,JEEP,SIM,GASOLINA,2,121956,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
29793,VOLKSWAGEN,GOLF,2014,HATCHBACK,SIM,GASOLINA,20,181000,4.0,MANUAL,FRENTE,04,ESQUERDA,PRETO,0
3763,MERCEDES-BENZ,E 350,2008,SEDAN,SIM,DIESEL,35,494317,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,12
9095,MITSUBISHI,COLTPLUS PLUS,2006,HATCHBACK,NÃO,GASOLINA,15,59000,4.0,VARIADO,FRENTE,04,DIREITA,ROSA,4
2274,CHRYSLER,200,2012,SEDAN,SIM,GASOLINA,24,185821,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,12
18240,SSANGYONG,ACTYON,2011,JEEP,SIM,DIESEL,2,114000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
2195,TOYOTA,PRIUS,2012,SEDAN,SIM,HIBRIDO,18,430278,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
36065,VOLKSWAGEN,PASSAT RLAINI,2018,SEDAN,SIM,GASOLINA,20,68800,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,CINZA,6
2500,OPEL,OMEGA B,1996,SEDAN,NÃO,CNG,2,177777,4.0,MANUAL,TRASEIRA,04,ESQUERDA,PRETO,4
39559,HONDA,CIVIC,2014,SEDAN,SIM,GASOLINA,18,80000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
3293,CHEVROLET,EQUINOX,2014,JEEP,SIM,GASOLINA,36,97106,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRATA,12
34980,HYUNDAI,TUCSON,2016,JEEP,SIM,DIESEL,17,99217,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
18189,CHEVROLET,CRUZE,2016,SEDAN,NÃO,GASOLINA,14,100800,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
4704,MERCEDES-BENZ,190,1991,SEDAN,NÃO,GASOLINA,2,200000,4.0,MANUAL,FRENTE,04,ESQUERDA,VERMELHO,4
7370,MITSUBISHI,PAJERO,2003,JEEP,NÃO,GASOLINA,07,150000,4.0,AUTOMATICO,4x4,02,DIREITA,PRETO,2
6272,SUZUKI,ALTO LAPIN,2011,HATCHBACK,NÃO,GASOLINA,07,128000,3.0,VARIADO,FRENTE,04,DIREITA,PRETO,4
17249,HYUNDAI,ELANTRA,2012,SEDAN,SIM,GASOLINA,18,130000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,8
36401,HYUNDAI,SANTA FE,2016,JEEP,SIM,DIESEL,2,146358,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,4
15681,FORD,ESCAPE,2008,JEEP,SIM,HIBRIDO,23,146000,4.0,VARIADO,4x4,04,ESQUERDA,CINZA,8
14113,MERCEDES-BENZ,E 350,2012,SEDAN,SIM,GASOLINA,35,130000,4.0,AUTOMATICO,4x4,5,ESQUERDA,PRETO,10
83107,BMW,X6,2012,JEEP,SIM,DIESEL,30,224000,6.0,TIPTRONIC,4x4,04,ESQUERDA,PRETO,8
3136,VOLKSWAGEN,GOLF,1990,SEDAN,NÃO,CNG,18,500,4.0,MANUAL,FRENTE,04,ESQUERDA,AZUL,0
15367,KIA,SPORTAGE,2012,JEEP,SIM,DIESEL,2,98000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
8781,TOYOTA,IST,2002,HATCHBACK,NÃO,GASOLINA,15,117000,4.0,AUTOMATICO,4x4,04,DIREITA,VERMELHO,4
16308,HYUNDAI,ELANTRA,2012,SEDAN,SIM,GASOLINA,16,165294,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
21639,MITSUBISHI,OUTLANDER ᲡᲞᲝᲠᲢ,2014,JEEP,NÃO,GASOLINA,2,82000,4.0,AUTOMATICO,4x4,04,ESQUERDA,BRANCO,8
27541,HYUNDAI,SANTA FE,2014,JEEP,SIM,DIESEL,2,8782,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
3450,VOLKSWAGEN,GOLF,1993,HATCHBACK,NÃO,CNG,16,110000,4.0,MANUAL,FRENTE,04,ESQUERDA,PRATA,2
8938,FORD,C-MAX,2012,HATCHBACK,NÃO,HIBRIDO,2,144000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,6
6272,SUBARU,FORESTER,2000,UNIVERSAL,NÃO,GASOLINA,20,202000,4.0,TIPTRONIC,4x4,04,DIREITA,PRETO,2
7213,TOYOTA,VOXY,2003,MINIVAN,NÃO,CNG,2,154295,4.0,AUTOMATICO,FRENTE,04,DIREITA,PRATA,5
11917,TOYOTA,PRIUS,2008,HATCHBACK,NÃO,HIBRIDO,15,183000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,5
10349,HYUNDAI,SONATA,2015,SEDAN,SIM,LPG,2,77418,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
8000,HONDA,CR-V,2000,JEEP,NÃO,GASOLINA,2,170000,4.0,MANUAL,4x4,04,DIREITA,PRATA,4
14542,HYUNDAI,SONATA,2010,SEDAN,SIM,GASOLINA,2,104259,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
13485,FORD,FOCUS,2013,SEDAN,NÃO,GASOLINA,2,145000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,8
56431,CHEVROLET,IMPALA,2016,SEDAN,SIM,GASOLINA,36,34030,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
6586,CHEVROLET,VOLT,2014,HATCHBACK,SIM,HIBRIDO,14,112123,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,0
8781,TOYOTA,PRIUS,2015,HATCHBACK,NÃO,HIBRIDO,18,198000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
23207,HYUNDAI,TUCSON,2010,JEEP,SIM,DIESEL,2,98713,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,4
21326,MINI,COUNTRYMAN S TURBO,2016,HATCHBACK,SIM,GASOLINA,16,26000,4.0,AUTOMATICO,4x4,04,ESQUERDA,VERDE,12
44865,CHEVROLET,CAPTIVA,2016,JEEP,SIM,DIESEL,2,70922,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
18503,HYUNDAI,ELANTRA,2016,SEDAN,SIM,LPG,16,29864,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
1803,CHEVROLET,SILVERADO,2010,SEDAN,SIM,GASOLINA,53,0,8.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
16621,KIA,OPTIMA,2012,SEDAN,SIM,GASOLINA,24,138000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,12
18817,TOYOTA,PRIUS C,2012,HATCHBACK,NÃO,HIBRIDO,15,108000,4.0,VARIADO,FRENTE,04,ESQUERDA,VERMELHO,10
61154,TOYOTA,4RUNNER LIMITED,2013,JEEP,SIM,GASOLINA,4,112000,6.0,TIPTRONIC,4x4,04,ESQUERDA,CINZA,8
30734,LEXUS,GX 470,2009,JEEP,SIM,GASOLINA,47,264339,8.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
1568,BMW,328,2014,SEDAN,SIM,DIESEL,2,78194,4.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,12
17092,TOYOTA,PRIUS C,2012,SEDAN,NÃO,HIBRIDO,15,108480,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,8
26306,HYUNDAI,H1,2016,UNIVERSAL,SIM,DIESEL,25,199596,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
10976,TOYOTA,AQUA,2012,HATCHBACK,NÃO,HIBRIDO,15,0,4.0,VARIADO,FRENTE,04,DIREITA,LARANJA,2
11133,KIA,OPTIMA,2011,SEDAN,SIM,GASOLINA,2,51425,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
52696,HYUNDAI,SANTA FE,2016,JEEP,SIM,DIESEL,22,113321,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
13485,TOYOTA,PRIUS,2011,SEDAN,NÃO,HIBRIDO,18,281600,6.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,8
31361,MERCEDES-BENZ,C 250,2014,SEDAN,SIM,GASOLINA,18,150000,4.0,AUTOMATICO,TRASEIRA,04,ESQUERDA,PRATA,12
17249,HYUNDAI,ELANTRA GT,2015,HATCHBACK,SIM,GASOLINA,2,73335,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,8
25089,TOYOTA,PRIUS V HYBRID,2013,HATCHBACK,NÃO,HIBRIDO,18,65649,4.0,VARIADO,FRENTE,04,ESQUERDA,AZUL CLARO,9
70562,BMW,X5 3.5,2014,JEEP,SIM,GASOLINA,30,196000,6.0,TIPTRONIC,4x4,04,ESQUERDA,PRETO,12
60840,TOYOTA,RAV 4 LIMITED,2016,JEEP,SIM,HIBRIDO,25,36063,4.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,12
10349,BMW,X5,2011,JEEP,SIM,DIESEL,3,332243,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
18189,NISSAN,JUKE,2012,JEEP,SIM,GASOLINA,16,195200,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,AZUL,8
18500,HYUNDAI,GENESIS,2011,COUPE,SIM,GASOLINA,2,168315,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
16935,NISSAN,JUKE,2011,JEEP,SIM,GASOLINA,16,90102,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,8
16621,MERCEDES-BENZ,E 350,2011,SEDAN,SIM,DIESEL,35,119379,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRATA,12
23364,CHEVROLET,MALIBU HYBRID,2017,SEDAN,NÃO,HIBRIDO,18,39187,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,8
147397,JEEP,WRANGLER,2019,JEEP,SIM,GASOLINA,36,18000,6.0,AUTOMATICO,4x4,04,ESQUERDA,CINZA,16
14740,TOYOTA,PRIUS,2010,SEDAN,NÃO,GASOLINA,18,165000,4.0,VARIADO,FRENTE,04,ESQUERDA,BRANCO,6
6272,MERCEDES-BENZ,CLK 230,2001,COUPE,NÃO,GASOLINA,23,236687,4.0,MANUAL,TRASEIRA,02,ESQUERDA,PRETO,2
4391,BMW,X5,2011,JEEP,SIM,DIESEL,3,143134,6.0,AUTOMATICO,4x4,04,ESQUERDA,MARROM,12
31047,AUDI,A5,2013,COUPE,SIM,GASOLINA,20,78400,4.0,TIPTRONIC,4x4,02,ESQUERDA,PRETO,8
23408,HYUNDAI,SANTA FE,2010,JEEP,SIM,DIESEL,2,177719,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
11290,TOYOTA,PRIUS,2006,HATCHBACK,NÃO,HIBRIDO,15,199840,4.0,VARIADO,FRENTE,04,ESQUERDA,PRATA,6
8000,NISSAN,NOTE,2013,HATCHBACK,NÃO,GASOLINA,12,58000,3.0,AUTOMATICO,FRENTE,04,DIREITA,VERMELHO ESCURO,2
7840,HONDA,FIT,2005,SEDAN,NÃO,GASOLINA,13,230000,4.0,VARIADO,FRENTE,04,DIREITA,BRANCO,6
12231,HONDA,CR-V,2002,JEEP,NÃO,CNG,2,150000,4.0,AUTOMATICO,4x4,04,DIREITA,PRATA,4
42171,HYUNDAI,SANTA FE,2014,JEEP,SIM,DIESEL,2,177523,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
34340,KIA,CADENZA,2016,SEDAN,SIM,GASOLINA,3,27812,6.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
13956,TOYOTA,CAMRY,2018,SEDAN,SIM,GASOLINA,25,56173,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,12
18817,TOYOTA,PRIUS,2013,SEDAN,SIM,HIBRIDO,18,136000,4.0,TIPTRONIC,TRASEIRA,04,ESQUERDA,PRETO,12
15681,HYUNDAI,SONATA,2016,SEDAN,SIM,LPG,2,272772,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
16621,TOYOTA,PRIUS,2010,HATCHBACK,SIM,GASOLINA,18,164000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO,10
21953,MERCEDES-BENZ,VITO,2004,MINIVAN,NÃO,DIESEL,22,0,4.0,MANUAL,FRENTE,04,ESQUERDA,BRANCO,4
68994,MERCEDES-BENZ,C 300,2015,SEDAN,SIM,GASOLINA,20,66000,4.0,TIPTRONIC,4x4,04,ESQUERDA,PRETO,12
11604,HYUNDAI,SONATA,2014,SEDAN,SIM,LPG,2,418369,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
15060,HYUNDAI,SONATA,2015,SEDAN,SIM,LPG,2,145744,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO,4
17500,MERCEDES-BENZ,C 180,2013,SEDAN,NÃO,GASOLINA,18,48000,4.0,TIPTRONIC,TRASEIRA,04,DIREITA,BRANCO,6
17562,LEXUS,GX 470,2014,JEEP,SIM,GASOLINA,46,146218,8.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
50529,HYUNDAI,SANTA FE,2016,JEEP,SIM,DIESEL,2,116770,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
4704,MERCEDES-BENZ,GLE 350,2017,JEEP,SIM,GASOLINA,35,59331,6.0,AUTOMATICO,TRASEIRA,04,ESQUERDA,PRETO,0
44545,HYUNDAI,TUCSON,2016,JEEP,SIM,DIESEL,17,56331,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
39201,MERCEDES-BENZ,CLA 250,2014,SEDAN,SIM,GASOLINA,20,65000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,12
36068,HYUNDAI,H1,2016,MINIVAN,SIM,DIESEL,25,112193,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
10036,OPEL,VECTRA C,2003,HATCHBACK,SIM,GASOLINA,22,226000,4.0,MANUAL,FRENTE,04,ESQUERDA,BEGE,8
32929,TOYOTA,AVALON,2013,SEDAN,SIM,HIBRIDO,25,125000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,BRANCO,9
5000,MERCEDES-BENZ,B 220,1998,SEDAN,NÃO,GASOLINA,18,23000,4.0,MANUAL,FRENTE,04,ESQUERDA,PRETO,4
11541,KIA,OPTIMA,2012,SEDAN,SIM,GASOLINA,2,65514,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
16308,TOYOTA,PRIUS,2010,HATCHBACK,NÃO,HIBRIDO,18,1000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRATA,8
64171,HYUNDAI,SONATA,2018,SEDAN,SIM,GASOLINA,2,21122,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
72130,LEXUS,GX 460,2019,JEEP,SIM,GASOLINA,46,26138,8.0,AUTOMATICO,4x4,04,ESQUERDA,BRANCO,10
13956,LEXUS,RX 450,2015,JEEP,SIM,HIBRIDO,35,143619,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,12
3293,TOYOTA,COROLLA,2010,SEDAN,SIM,GASOLINA,18,221627,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO,12
9408,OPEL,ASTRA,2009,GOODS WAGON,NÃO,DIESEL,17,169000,4.0,MANUAL,FRENTE,04,ESQUERDA,PRATA,2
24283,HYUNDAI,TUCSON,2012,JEEP,SIM,DIESEL,2,140566,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
24148,TOYOTA,CAMRY SE,2012,SEDAN,SIM,GASOLINA,35,94000,6.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,10
45160,TOYOTA,CHR,2017,JEEP,NÃO,GASOLINA,2,39400,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,12
38229,HYUNDAI,H1,2016,MINIVAN,SIM,DIESEL,25,137134,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
16621,KIA,OPTIMA,2014,SEDAN,SIM,GASOLINA,2,36037,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
46414,MERCEDES-BENZ,E 350,2014,SEDAN,SIM,GASOLINA,35,80640,6.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,0
22894,CHEVROLET,VOLT,2013,HATCHBACK,NÃO,HIBRIDO,14,144000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,12
1646,MERCEDES-BENZ,E 350,2010,SEDAN,SIM,GASOLINA,35,205968,6.0,AUTOMATICO,4x4,04,ESQUERDA,BRANCO,12
13172,TOYOTA,AQUA,2014,SEDAN,NÃO,HIBRIDO,15,16000,4.0,AUTOMATICO,FRENTE,04,DIREITA,BRANCO,4
11917,MERCEDES-BENZ,E 320 4MATIC,2000,SEDAN,SIM,CNG,32,265000,6.0,TIPTRONIC,4x4,04,ESQUERDA,PRATA,8
25716,MITSUBISHI,OUTLANDER,2016,JEEP,NÃO,GASOLINA,2,65000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,CINZA,6
7056,HYUNDAI,GRANDEUR,2011,SEDAN,SIM,LPG,3,77538,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
14740,TOYOTA,AQUA,2012,HATCHBACK,NÃO,HIBRIDO,15,149000,4.0,VARIADO,FRENTE,04,DIREITA,PRATA,2
6115,LEXUS,GS 300,2002,SEDAN,SIM,CNG,35,190000,6.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
19130,TOYOTA,PRIUS,2013,SEDAN,SIM,HIBRIDO,18,71000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,12
81808,FORD,EXPLORER,2017,JEEP,SIM,GASOLINA,23,80000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
25716,BMW,X5,2014,JEEP,SIM,DIESEL,3,141384,6.0,AUTOMATICO,4x4,04,ESQUERDA,AZUL,0
3600,MERCEDES-BENZ,190,1992,SEDAN,NÃO,GASOLINA,18,0,4.0,MANUAL,FRENTE,04,ESQUERDA,PRETO,2
29793,BMW,528,2011,SEDAN,SIM,GASOLINA,20,11000,4.0,TIPTRONIC,TRASEIRA,04,ESQUERDA,CINZA,8
1176,HYUNDAI,SONATA,2013,SEDAN,SIM,HIBRIDO,24,216208,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,AZUL,0
41701,HYUNDAI,SANTA FE,2013,JEEP,SIM,DIESEL,2,147470,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
30734,BMW,650,2015,COUPE,SIM,GASOLINA,44,92213,8.0,AUTOMATICO,TRASEIRA,02,ESQUERDA,BRANCO,12
15053,HYUNDAI,SONATA,2015,SEDAN,SIM,LPG,2,314523,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
17876,LEXUS,CT 200H,2013,HATCHBACK,SIM,HIBRIDO,18,115000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,BRANCO,12
3763,VOLKSWAGEN,GOLF 4,1997,SEDAN,NÃO,CNG,16,0,4.0,MANUAL,FRENTE,04,ESQUERDA,PRATA,2
7840,VAZ,2121 (NIVA),2007,JEEP,SIM,GASOLINA,17,11000,4.0,MANUAL,4x4,04,ESQUERDA,PRETO,6
15994,TOYOTA,CAMRY SEL,2008,SEDAN,SIM,HIBRIDO,24,221000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRATA,10
18500,HYUNDAI,ELANTRA,2014,SEDAN,SIM,GASOLINA,16,179664,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
8500,BMW,320,2004,SEDAN,NÃO,GASOLINA,22,13700,6.0,MANUAL,TRASEIRA,04,ESQUERDA,BEGE,6
39201,LEXUS,GX 460,2010,JEEP,SIM,GASOLINA,46,155821,8.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
8781,MERCEDES-BENZ,CLK 320,2003,COUPE,SIM,GASOLINA,32,245000,6.0,TIPTRONIC,TRASEIRA,02,ESQUERDA,PRATA,6
16508,HYUNDAI,SONATA,2010,SEDAN,SIM,GASOLINA,2,133392,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
57698,HYUNDAI,SONATA,2018,SEDAN,SIM,GASOLINA,2,36304,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,4
15681,HYUNDAI,ELANTRA 2014,2014,SEDAN,NÃO,GASOLINA,18,120000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRATA,10
34387,SSANGYONG,REXTON,2013,JEEP,SIM,DIESEL,2,40989,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
4701,KIA,SPORTAGE,2007,JEEP,SIM,DIESEL,2,54658,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
10036,NISSAN,TIIDA,2005,HATCHBACK,SIM,LPG,15,125000,4.0,VARIADO,FRENTE,04,DIREITA,VERMELHO,2
6899,MERCEDES-BENZ,C 230,2005,SEDAN,SIM,DIESEL,22,233454,6.0,MANUAL,TRASEIRA,04,ESQUERDA,PRETO,6
24709,SSANGYONG,KORANDO,2011,JEEP,SIM,DIESEL,2,117700,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,4
10976,DODGE,DURANGO,2004,JEEP,SIM,LPG,57,200000,8.0,AUTOMATICO,4x4,04,ESQUERDA,AZUL,6
3136,TOYOTA,CAMRY,2012,SEDAN,SIM,HIBRIDO,25,159379,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
21181,SSANGYONG,ACTYON,2010,JEEP,SIM,DIESEL,2,63627,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
8467,NISSAN,TIIDA,2007,SEDAN,NÃO,GASOLINA,15,133000,4.0,VARIADO,FRENTE,04,DIREITA,CINZA,4
12231,TOYOTA,PRIUS,2010,HATCHBACK,NÃO,HIBRIDO,18,198000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,8
39559,HYUNDAI,SANTA FE,2016,JEEP,SIM,DIESEL,2,128994,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
28852,BMW,X1,2018,JEEP,SIM,GASOLINA,20,68126,4.0,AUTOMATICO,4x4,04,ESQUERDA,BRANCO,12
7527,SUBARU,FORESTER,2004,JEEP,SIM,LPG,25,235200,4.0,AUTOMATICO,4x4,04,ESQUERDA,CINZA,4
10976,BMW,330,2005,COUPE,SIM,CNG,3,176000,6.0,TIPTRONIC,TRASEIRA,02,ESQUERDA,AZUL,4
20266,HYUNDAI,ELANTRA,2011,SEDAN,SIM,GASOLINA,16,125062,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
4234,BMW,520 I,1992,SEDAN,SIM,GASOLINA,2,300000,6.0,MANUAL,TRASEIRA,04,ESQUERDA,VERDE,2
15681,AUDI,A4,2006,SEDAN,SIM,GASOLINA,20,256000,4.0,MANUAL,4x4,04,ESQUERDA,PRETO,0
17876,HYUNDAI,ELANTRA,2016,SEDAN,NÃO,GASOLINA,18,132000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,BRANCO,8
8000,NISSAN,NOTE,2014,HATCHBACK,NÃO,GASOLINA,12,61000,3.0,VARIADO,FRENTE,04,DIREITA,PRATA,2
24775,VOLKSWAGEN,PASSAT,2016,SEDAN,NÃO,GASOLINA,18,38000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,10
13328,AUDI,Q7,2017,SEDAN,SIM,GASOLINA,3,44642,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
32302,TOYOTA,CAMRY,2015,SEDAN,SIM,GASOLINA,25,50000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,BRANCO,12
36567,HYUNDAI,H1,2016,MINIVAN,SIM,DIESEL,25,120000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
16960,TOYOTA,AQUA,2013,HATCHBACK,SIM,GASOLINA,15,86402,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
2038,TOYOTA,PRIUS,2015,JEEP,SIM,HIBRIDO,18,104795,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
7213,HONDA,INSIGHT,2011,HATCHBACK,SIM,HIBRIDO,13,195030,4.0,VARIADO,FRENTE,04,ESQUERDA,PRETO,6
15524,HYUNDAI,TUCSON,2011,JEEP,SIM,DIESEL,2,52249,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,4
7840,MERCEDES-BENZ,CLK 320,1998,COUPE,SIM,CNG,32,111111,6.0,AUTOMATICO,TRASEIRA,02,ESQUERDA,PRETO,2
25089,LEXUS,HS 250H,2011,SEDAN,SIM,HIBRIDO,25,86000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,AZUL,12
14113,MERCEDES-BENZ,VITO,2005,SEDAN,NÃO,DIESEL,22,245000,4.0,TIPTRONIC,TRASEIRA,02,ESQUERDA,BRANCO,5
20900,MITSUBISHI,OUTLANDER,2012,JEEP,SIM,GASOLINA,2,1600,4.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,8
